Single_Dual_Sampling,Sampling,Pylon,Pylon_side,Treatment,top_bottom,left_right,sample name,taxa,jar + label weight,jar + label + sample weight,sample wet weight
Dual,Start,3,3,Small light,top,left,# 3,hard worms,15.7523,32.8834,17.1311
Dual,Start,3,3,Small light,top,left,# 3,live oysters,16.0355,18.0233,1.9878
Dual,Start,3,3,Small light,top,left,# 3,dead oysters,15.8175,20.2086,4.3911
Dual,Start,3,3,Small light,top,left,# 3,other bivalves,4.1307,4.2329,0.1022
Dual,Start,3,3,Small light,top,left,# 3,dead barnacles,4.1473,4.9395,0.7922
Dual,Start,3,3,Small light,top,left,# 3,live barnacles,0,0,0
Dual,Start,3,3,Small light,top,left,# 3,ascidians,59.1395,76.9259,17.7864
Dual,Start,3,3,Small light,top,left,# 3,algae,0,0,0
Dual,Start,3,3,Small light,top,left,# 3,sponge,4.2116,5.4093,1.1977
Dual,Start,3,3,Small light,top,left,# 3,bryozoans,16.2393,20.5147,4.2754
Dual,Start,3,3,Small light,top,left,# 3,anemone,4.1363,4.2158,0.0795
Dual,Start,3,3,Small light,top,left,# 3,mobile invertebrates,0,0,0
Single,End,3,3,Small light,bottom,right,pylon 3,soft worms,4.2847,6.6637,2.379
Single,End,3,3,Small light,bottom,right,pylon 3,hard worms,15.9422,27.6184,11.6762
Single,End,3,3,Small light,bottom,right,pylon 3,live oysters,15.9169,17.0902,1.1733
Single,End,3,3,Small light,bottom,right,pylon 3,dead oysters,59.1227,90.3137,31.191
Single,End,3,3,Small light,bottom,right,pylon 3,other bivalves,0,0,0
Single,End,3,3,Small light,bottom,right,pylon 3,dead barnacles,0,0,0
Single,End,3,3,Small light,bottom,right,pylon 3,ascidians,0,0,0
Single,End,3,3,Small light,bottom,right,pylon 3,algae,4.1947,4.7242,0.5295
Single,End,3,3,Small light,bottom,right,pylon 3,sponge,4.1773,6.1017,1.9244
Single,End,3,3,Small light,bottom,right,pylon 3,bryozoans,4.2555,7.6454,3.3899
Single,End,3,3,Small light,bottom,right,pylon 3,anemone (add to soft worms),4.2022,4.2395,0.0373
Single,End,3,3,Small light,bottom,right,pylon 3,mobile invertebrates,0,,0
Dual,End,3,3,Small light,top,left,pylon 3,soft worms,4.1665,4.8047,0.6382
Dual,End,3,3,Small light,top,left,pylon 3,hard worms,16.1457,28.2565,12.1108
Dual,End,3,3,Small light,top,left,pylon 3,live oysters,0,0,0
Dual,End,3,3,Small light,top,left,pylon 3,dead oysters,59.2534,165.5365,106.2831
Dual,End,3,3,Small light,top,left,pylon 3,other bivalves,0,0,0
Dual,End,3,3,Small light,top,left,pylon 3,dead barnacles,4.3321,4.5092,0.1771
Dual,End,3,3,Small light,top,left,pylon 3,ascidians,15.9385,18.2827,2.3442
Dual,End,3,3,Small light,top,left,pylon 3,algae,4.2129,5.0576,0.8447
Dual,End,3,3,Small light,top,left,pylon 3,sponge,0,0,0
Dual,End,3,3,Small light,top,left,pylon 3,bryozoans,16.165,17.6393,1.4743
Dual,End,3,3,Small light,top,left,pylon 3,anemone (add to soft worms),4.1622,4.29,0.1278
Dual,End,3,3,Small light,top,left,pylon 3,mobile invertebrates,4.3621,5.0451,0.683
Dual,End,3,3,Small light,top,right,pylon 3,soft worms,15.8017,17.9827,2.181
Dual,End,3,3,Small light,top,right,pylon 3,hard worms,15.8245,25.1665,9.342
Dual,End,3,3,Small light,top,right,pylon 3,live oysters,16.0534,19.7205,3.6671
Dual,End,3,3,Small light,top,right,pylon 3,dead oysters,58.2863,102.9761,44.6898
Dual,End,3,3,Small light,top,right,pylon 3,other bivalves,0,0,0
Dual,End,3,3,Small light,top,right,pylon 3,dead barnacles,15.9288,18.2007,2.2719
Dual,End,3,3,Small light,top,right,pylon 3,ascidians,15.6976,17.8537,2.1561
Dual,End,3,3,Small light,top,right,pylon 3,algae,15.797,15.9451,0.1481
Dual,End,3,3,Small light,top,right,pylon 3,sponge,15.8301,17.084,1.2539
Dual,End,3,3,Small light,top,right,pylon 3,bryozoans,15.8659,19.9934,4.1275
Dual,End,3,3,Small light,top,right,pylon 3,anemone,0,0,0
Dual,End,3,3,Small light,top,right,pylon 3,mobile invertebrates,15.8456,15.9414,0.0958
Single,End,3,3,Small light,bottom,left,pylon 3,soft worms,15.9072,17.4833,1.5761
Single,End,3,3,Small light,bottom,left,pylon 3,hard worms,16.0871,18.8968,2.8097
Single,End,3,3,Small light,bottom,left,pylon 3,live oysters,0,0,0
Single,End,3,3,Small light,bottom,left,pylon 3,dead oysters,59.3501,83.4208,24.0707
Single,End,3,3,Small light,bottom,left,pylon 3,other bivalves,0,0,0
Single,End,3,3,Small light,bottom,left,pylon 3,dead barnacles,15.7561,16.3331,0.577
Single,End,3,3,Small light,bottom,left,pylon 3,ascidians,0,0,0
Single,End,3,3,Small light,bottom,left,pylon 3,algae,16.0214,19.3508,3.3294
Single,End,3,3,Small light,bottom,left,pylon 3,sponge,15.9777,22.9499,6.9722
Single,End,3,3,Small light,bottom,left,pylon 3,bryozoans,0,0,0
Single,End,3,3,Small light,bottom,left,pylon 3,anemone,0,0,0
Single,End,3,3,Small light,bottom,left,pylon 3,mobile invertebrates,0,0,0
Dual,Start,4,4,Large light,top,right,#4,soft worms,4.0868,5.4322,1.3454
Dual,Start,4,4,Large light,top,right,#4,hard worms,15.668,21.1408,5.4728
Dual,Start,4,4,Large light,top,right,#4,live oysters,15.6681,17.87989,2.21179
Dual,Start,4,4,Large light,top,right,#4,dead oysters,15.8874,19.4571,3.5697
Dual,Start,4,4,Large light,top,right,#4,other bivalves,0,0,0
Dual,Start,4,4,Large light,top,right,#4,dead barnacles,4.1683,4.2199,0.0516
Dual,Start,4,4,Large light,top,right,#4,live barnacles,0,0,0
Dual,Start,4,4,Large light,top,right,#4,ascidians,15.7877,22.3843,6.5966
Dual,Start,4,4,Large light,top,right,#4,algae,0,0,0
Dual,Start,4,4,Large light,top,right,#4,sponge,4.1302,5.186,1.0558
Dual,Start,4,4,Large light,top,right,#4,bryozoans,15.9319,21.3315,5.3996
Dual,Start,4,4,Large light,top,right,#4,anemone,0,0,0
Dual,Start,4,4,Large light,top,right,#4,mobile invertebrates,4.0662,5.2071,1.1409
Dual,Start,4,4,Large light,bottom,left,#4,soft worms,4.0326,8.4472,4.4146
Dual,Start,4,4,Large light,bottom,left,#4,hard worms,15.7623,24.4441,8.6818
Dual,Start,4,4,Large light,bottom,left,#4,live oysters,15.841,19.5708,3.7298
Dual,Start,4,4,Large light,bottom,left,#4,dead oysters,59.0734,64.359,5.2856
Dual,Start,4,4,Large light,bottom,left,#4,other bivalves,0,0,0
Dual,Start,4,4,Large light,bottom,left,#4,dead barnacles,4.0482,4.9805,0.9323
Dual,Start,4,4,Large light,bottom,left,#4,live barnacles,0,0,0
Dual,Start,4,4,Large light,bottom,left,#4,ascidians,59.0562,84.2876,25.2314
Dual,Start,4,4,Large light,bottom,left,#4,algae,0,0,0
Dual,Start,4,4,Large light,bottom,left,#4,sponge,16.0701,25.0699,8.9998
Dual,Start,4,4,Large light,bottom,left,#4,bryozoans,15.8711,21.3503,5.4792
Dual,Start,4,4,Large light,bottom,left,#4,anemone,0,0,0
Dual,Start,4,4,Large light,bottom,left,#4,mobile invertebrates,15.819,16.9879,1.1689
Dual,Start,4,4,Large light,bottom,left,#4,mystery ribbon,4.211,4.8989,0.6879
Single,End,4,4,Large light,bottom,right,pylon 4,soft worms,16.0544,22.4374,6.383
Single,End,4,4,Large light,bottom,right,pylon 4,hard worms,15.759,26.5936,10.8346
Single,End,4,4,Large light,bottom,right,pylon 4,live oysters,0,0,0
Single,End,4,4,Large light,bottom,right,pylon 4,dead oysters,59.4116,91.3287,31.9171
Single,End,4,4,Large light,bottom,right,pylon 4,other bivalves,17.6856,17.7263,0.0407
Single,End,4,4,Large light,bottom,right,pylon 4,dead barnacles,15.8031,16.117,0.3139
Single,End,4,4,Large light,bottom,right,pylon 4,live barnacles,15.8035,22.1136,6.3101
Single,End,4,4,Large light,bottom,right,pylon 4,ascidians,15.8468,17.781,0.3184
Single,End,4,4,Large light,bottom,right,pylon 4,algae,15.8555,16.1652,0.1
Single,End,4,4,Large light,bottom,right,pylon 4,sponge,15.8399,15.9555,0.1156
Single,End,4,4,Large light,bottom,right,pylon 4,bryozoans,15.6543,21.0345,5.3802
Single,End,4,4,Large light,bottom,right,pylon 4,anemone,0,0,0
Single,End,4,4,Large light,bottom,right,pylon 4,mobile invertebrates,0,0,0
Single,End,4,4,Large light,top,left,pylon 4,soft worms,15.7042,21.0707,5.3665
Single,End,4,4,Large light,top,left,pylon 4,hard worms,15.6701,32.0024,16.3323
Single,End,4,4,Large light,top,left,pylon 4,live oysters,15.8069,15.9783,0.1714
Single,End,4,4,Large light,top,left,pylon 4,dead oysters,59.1252,79.9563,20.8311
Single,End,4,4,Large light,top,left,pylon 4,other bivalves,0,0,0
Single,End,4,4,Large light,top,left,pylon 4,dead barnacles,0,0,0
Single,End,4,4,Large light,top,left,pylon 4,live barnacles,0,0,0
Single,End,4,4,Large light,top,left,pylon 4,ascidians,0,0,0
Single,End,4,4,Large light,top,left,pylon 4,algae,15.8141,16.711,0.8969
Single,End,4,4,Large light,top,left,pylon 4,sponge,15.8649,17.4302,1.5653
Single,End,4,4,Large light,top,left,pylon 4,bryozoans,15.755,15.7898,0.0348
Single,End,4,4,Large light,top,left,pylon 4,anemone,0,0,0
Single,End,4,4,Large light,top,left,pylon 4,mobile invertebrates,15.7337,15.7568,0.0231
Dual,End,4,4,Large light,bottom,left,pylon 4,soft worms,16.4035,20.5059,4.1024
Dual,End,4,4,Large light,bottom,left,pylon 4,hard worms,15.6455,24.6413,8.9958
Dual,End,4,4,Large light,bottom,left,pylon 4,live oysters,15.9996,16.3634,0.3638
Dual,End,4,4,Large light,bottom,left,pylon 4,dead oysters,15.8862,18.1476,2.2614
Dual,End,4,4,Large light,bottom,left,pylon 4,other bivalves,0,0,0
Dual,End,4,4,Large light,bottom,left,pylon 4,dead barnacles,15.896,16.1127,0.2167
Dual,End,4,4,Large light,bottom,left,pylon 4,live barnacles,0,0,0
Dual,End,4,4,Large light,bottom,left,pylon 4,ascidians,15.8731,20.4521,4.579
Dual,End,4,4,Large light,bottom,left,pylon 4,algae,15.8475,16.5795,0.732
Dual,End,4,4,Large light,bottom,left,pylon 4,sponge,15.7418,15.9664,0.2246
Dual,End,4,4,Large light,bottom,left,pylon 4,bryozoans,15.8362,16.4616,0.6254
Dual,End,4,4,Large light,bottom,left,pylon 4,anemone,0,0,0
Dual,End,4,4,Large light,bottom,left,pylon 4,mobile invertebrates,15.8114,15.8228,0.0114
Dual,End,4,4,Large light,top,right,pylon 4,soft worms,15.7909,16.4021,0.6112
Dual,End,4,4,Large light,top,right,pylon 4,hard worms,15.6477,20.2444,4.5967
Dual,End,4,4,Large light,top,right,pylon 4,live oysters,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,dead oysters,59.7838,99.309,39.5252
Dual,End,4,4,Large light,top,right,pylon 4,other bivalves,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,dead barnacles,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,live barnacles,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,ascidians,15.9242,21.1315,5.2073
Dual,End,4,4,Large light,top,right,pylon 4,algae,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,sponge,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,bryozoans,15.832,15.9412,0.1092
Dual,End,4,4,Large light,top,right,pylon 4,anemone,0,0,0
Dual,End,4,4,Large light,top,right,pylon 4,mobile invertebrates,15.7846,16.0715,0.2869
Dual,Start,5,5,Small light,bottom,left,# 5,soft worms,4.0901,7.0774,2.9873
Dual,Start,5,5,Small light,bottom,left,# 5,hard worms,4.0692,5.8859,1.8167
Dual,Start,5,5,Small light,bottom,left,# 5,live oysters,16.0853,18.3378,2.2525
Dual,Start,5,5,Small light,bottom,left,# 5,dead oysters,4.0087,4.1008,0.0921
Dual,Start,5,5,Small light,bottom,left,# 5,other bivalves,0,0,0
Dual,Start,5,5,Small light,bottom,left,# 5,dead barnacles,4.0989,4.1701,0.0712
Dual,Start,5,5,Small light,bottom,left,# 5,live barnacles,0,0,0
Dual,Start,5,5,Small light,bottom,left,# 5,ascidians,59.1205,138.9295,79.809
Dual,Start,5,5,Small light,bottom,left,# 5,algae,0,0,0
Dual,Start,5,5,Small light,bottom,left,# 5,sponge,0,0,0
Dual,Start,5,5,Small light,bottom,left,# 5,bryozoans,4.1152,5.7012,1.586
Dual,Start,5,5,Small light,bottom,left,# 5,anemone,0,0,0
Dual,Start,5,5,Small light,bottom,left,# 5,mobile invertebrates,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,soft worms,4.0753,4.8512,0.7759
Dual,Start,5,5,Small light,bottom,right,# 5,hard worms,15.8555,19.5301,3.6746
Dual,Start,5,5,Small light,bottom,right,# 5,live oysters,15.723,16.9517,1.2287
Dual,Start,5,5,Small light,bottom,right,# 5,dead oysters,16.0115,17.409,1.3975
Dual,Start,5,5,Small light,bottom,right,# 5,other bivalves,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,dead barnacles,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,live barnacles,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,ascidians,59.0035,101.2391,42.2356
Dual,Start,5,5,Small light,bottom,right,# 5,algae,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,sponge,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,bryozoans,4.1228,6.4636,2.3408
Dual,Start,5,5,Small light,bottom,right,# 5,anemone,0,0,0
Dual,Start,5,5,Small light,bottom,right,# 5,mobile invertebrates,0,0,0
